ValueG,DIFF_BRG,ValueR,DEFECT_RBG,PKR.B,MinG,DEFECT_SIZE_Y,PKG.B,MaxB,BlackRatio,ValueB,MeanG.B,G,PKB.R,DEFECT_LENGTH,PKR,CBlobCnt,DEFECT_SIZE_X,DEFECT_AREAR3,CTB,DEFECT_TYPE
-68.63729,-36,-75.357,143,3.733428,100.502,3.267,0.3469906,127.4069,2.133331,-38.02801,2.789194,170.204,-0.7883366,4.809,175.7093,-0.1309538,3.529,2.239,108.6672,NG
-11.40486,-22,-8.729053,101,2.253681,36.50211,13.345,-0.3341978,84.23974,2.193366,-14.32354,1.323034,58.83734,0.4732025,18.872,33.2824,7.249608,13.345,7.767,64.02572,G
-16.05335,-27,-13.30035,154,1.57857,45.47113,4.853,-0.137,65.11371,1.519243,-18.37348,2.303175,66.67379,0.6162878,7.031,27.18098,-0.1655981,5.087,3.568,58.69288,G
-53.89176,-39,-43.52957,166,2.368021,114.6988,2.854,-0.418501,180.2338,1.758523,-60.41015,1.653741,143.3706,-0.1606555,3.961,74.56851,-0.05252192,2.746,2.105,154.8706,G
-25.51656,-38,-23.57757,113,2.427948,60.35814,3.122,-0.03469692,73.29082,1.361762,-22.28825,1.8615,67.02615,-0.5900155,4.377,55.26301,-0.04679597,3.067,2.135,63.27625,G
-33.40863,21,-30.18892,143,2.973695,52.29051,2.109,-0.587591,92.82409,0.5777663,-27.67233,1.885284,80.80708,-1.151841,2.983,65.71926,7.253682,2.109,2.109,69.01847,NG
-27.72047,-32,-24.35484,141,2.933624,77.69437,4.83,-0.07273362,95.52033,1.382719,-23.64638,1.934031,82.91378,-0.6919777,5.67,63.01654,-0.1651565,2.97,2.151,75.44366,G
-21.99308512,-42,-17.58892059,132,2.051309632,58.89509431,4.975,-0.450743638,118.3377849,1.330493233,-30.08263397,2.092584792,75.97698532,-0.195479538,5.709,40.84219943,0.090716132,2.8,2.717,91.47005406,G
-74.26663,-43,-68.40864,176,3.680497,97.83763,3.516,1.046028,82.15512,2.10387,-39.55362,2.040802,132.7002,-1.455382,4.705,174.3569,0.0550514,3.126,2.64,64.88112,NG
2.433787,-31,8.482309,25,3.11586,20.786,10.773,0.3465797,67.23368,2.162149,-0.1051173,2.024842,27.21504,-0.6842616,11.329,23.27575,-0.4059682,3.507,5.207,32.57718,G
-26.3574,-45,-18.85816,195,3.104123,62.81438,3.793,-0.2440916,77.72864,1.736976,-19.89228,2.651099,95.83889,-0.5833839,6.811,69.12348,0.07977372,5.657,2.261,67.98503,G
-34.84671,-41,-19.68385,164,2.857003,52.56074,4.176,0.1253387,63.90744,2.271425,-16.16998,2.703135,75.80688,-0.8542854,6.785,42.02719,0.03057021,5.348,2.357,50.74652,NG
-37.85864,-29,-22.49517,138,2.945988,53.13196,3.729,0.2277488,62.93912,2.110666,-22.23681,2.253568,75.29192,-1.040565,4.722,61.90782,-0.1044216,2.897,2.432,46.90718,NG
-26.14604,-20,-6.445619,90,1.508733,63.75679,4.556,-0.0639353,134.9205,1.095512,-38.1831,1.78108,80.40726,1.580166,5.309,25.28529,3.146092,2.725,3.176,100.2335,G
-36.08028,-29,-27.8218,128,3.405101,64.23801,3.766,1.093856,56.06804,1.521188,-16.74124,2.710946,87.4569,-0.514392,4.863,65.20628,0.08185242,3.078,2.132,50.94196,NG
-27.58661,-23,-12.76451,150,2.240977,62.57765,4.565,-0.2068391,130.1433,1.990697,-32.6367,1.768732,79.88868,0.6927414,6.855,29.16601,2.3007,5.113,2.733,98.08514,G
-54.59499,-24,-59.88232,141,3.63126,87.84917,3.719,1.144348,202.5013,1.206536,-28.52633,2.337333,128.8072,-0.9484739,5.321,110.5978,3.540235,3.806,2.36,111.4995,NG
-40.36719,-40,-37.90839,143,3.378393,78.33854,3.15,0.8853364,74.1364,2.242712,-16.75777,3.052418,119.237,-1.400566,6.338,95.07725,0.03292326,5.5,2.623,61.28598,NG
-10.99234,-56,-9.814224,71,2.923717,52.08127,3.769,0.3562295,132.725,1.427897,-7.611207,2.017527,89.56892,-0.6656832,4.771,69.06198,2.215239,2.925,2.034,84.98143,G
-35.09565,-31,-19.64348,163,2.196408,46.64146,3.953,0.4496112,53.00727,1.506014,-14.19045,2.940052,74.40231,-1.13119,8.237,43.90638,-0.5896193,7.226,3.767,45.4632,NG
-37.65156,-42,-35.23387,155,3.079151,62.37686,4.835,0.1487268,64.70776,1.977416,-17.33361,2.210056,85.42966,-1.086456,5.838,79.78233,-0.03337973,3.272,2.995,58.04335,NG
-48.42728,-36,-51.47409,128,3.865531,96.04709,4.2,1.234864,119.8092,1.222746,-14.31554,3.190222,128.617,-1.171193,5.6,117.0292,1.900913,3.704,2.713,75.08312,NG
-15.79985,-23,-21.78068,79,2.553791,46.61376,4.425,-0.4176827,95.6284,1.877527,-21.08187,1.219228,74.88243,-0.5966674,5.476,93.47936,-0.04022597,3.225,2.15,90.61142,G
-45.63126,80,-44.2553,164,2.324538,64.9234,2.336,0.5227347,119.5704,1.256989,-32.9952,2.180731,117.0742,-1.199211,5.714,104.4718,4.047974,5.215,2.643,91.83685,G
-20.46502,-33,-15.90201,153,2.217584,42.99809,11,-0.3894366,110.7558,1.744666,-18.68354,1.961683,62.84689,0.2859079,13.259,37.14846,0.1415259,7.403,2.906,79.85164,G
-23.2114,-49,-20.8172,119,2.423678,65.56823,6.776,-0.1762365,187.5686,2.036993,-32.63163,1.720858,109.4219,0.201382,7.321,76.31543,-0.6552421,2.772,3.356,130.0634,NG
-2.857859,-68,-0.521716,161,2.495095,26.34716,90.025,-0.1347338,130.0117,1.339622,-4.213352,2.320689,75.13021,-0.5233312,145.612,56.68456,88.6316,114.448,23.698,78.41702,G
-27.13697,-22,-22.84364,119,2.150197,72.59965,5.793,-0.4618748,86.22672,2.261553,-27.03093,2.250043,81.80645,0.03277627,8.505,46.14633,0.6171246,6.228,4.112,82.27968,NG
-49.29988,-41,-42.49448,145,2.80239,76.88864,3.867,-0.04560601,129.4592,1.186063,-36.51935,1.969847,124.6644,-0.5021919,5.653,108.2594,4.831123,4.123,2.142,98.35042,G
-33.67832,-37,-34.22061,132,3.107019,81.54378,3.661,1.109851,64.30197,1.574505,-13.95931,3.025792,110.784,-1.334066,4.981,58.27656,-0.3551735,3.377,2.874,58.3234,NG
-59.61313,-33,-33.36311,143,2.702696,96.27481,3.85,0.04203277,149.7696,1.465376,-47.21843,1.930769,147.1655,-0.6627685,5.792,66.91095,-0.05444527,4.327,2.333,109.7087,NG
-28.86845,-52,-23.84064,145,1.924031,59.77799,6.506,-0.1922929,120.9187,1.738323,-29.08914,1.860949,82.82019,0.3288514,7.312,44.83363,0.1374693,3.338,3.075,95.6184,G
-38.0379,-21,-16.08388,116,1.940229,86.96005,4.463,-0.7261189,182.1824,2.245665,-40.99983,1.573497,103.1082,0.8550575,7.438,40.72655,6.419627,5.95,2.085,117.4517,G
-11.22772007,-57,-13.56064796,82,2.30207573,43.50163709,3.85,0.319188663,115.7700858,1.499064043,-17.61636338,1.757246805,66.3542512,-0.540338368,5.458,46.75032174,-0.034655005,3.868,2.32,72.4675348,G
-17.12341,-29,-12.63436,109,2.575155,58.24901,6.615,-0.6214509,83.14741,1.810049,-16.19085,1.361971,71.47955,-0.3831753,8.527,54.86242,0.07097358,5.381,3.976,72.32644,G
-32.11888,-21,-10.5147,100,2.328879,82.51078,9.87,-0.3538221,126.6619,1.938694,-30.53183,1.960226,108.3303,0.1393189,12.599,35.32977,20.23551,7.83,5.941,85.95751,G
-51.72843,-28,-59.76629,139,4.267235,82.2513,3.525,0.9802653,77.22113,2.140053,-23.44436,2.838935,119.135,-1.422785,4.906,157.2123,0.2320604,3.413,2.242,64.48923,NG
-46.88288,-35,-74.18559,154,4.069199,83.79634,3.36,0.1811897,97.8227,1.674803,-29.51091,1.749384,122.1739,-1.027214,5.933,200.9542,-0.627765,4.89,3.201,84.67324,NG
-37.43885,-38,-33.63225,169,3.114312,88.84181,2.901,0.4326541,65.06842,2.137901,-19.1925,2.855488,98.5278,-0.7341127,4.045,76.61367,-0.6540341,2.818,2.186,59.90228,NG
-50.11958,-36,-30.03098,148,3.225031,86.58159,3.879,1.519833,72.15277,1.701301,-16.13015,2.570251,119.0999,-0.8707166,5.739,73.73891,0.1175862,4.229,2.743,61.77925,NG
-40.98752,-34,-19.97813,168,2.093912,64.60751,5.139,0.2255078,60.83244,1.977147,-22.50236,2.255542,82.37554,-0.7275089,5.971,46.89094,-0.6370044,3.039,2.502,50.93821,G
-47.277,64,-45.33611,197,2.091004,62.79113,8.577,-0.5358784,101.7395,1.279263,-36.60838,1.487069,85.37273,0.2532524,12.299,48.03857,0.109686,8.814,4.701,75.07732,NG
-21.76451,-53,-21.02344,123,1.859061,70.56762,5.151,-0.259575,145.0002,1.306547,-28.39598,2.04432,102.4051,-0.5222919,5.86,71.41814,0.08873956,2.793,2.183,113.1211,G
-57.92296,-35,-48.68472,179,3.211287,101.3799,2.88,-0.04357652,123.4142,2.005138,-29.67796,2.060294,160.7594,-0.8216693,4.01,139.7143,-0.4563341,2.79,2.044,102.6207,G
-79.21579,22,-68.08215,146,1.814204,79.07114,3.723,-0.3788431,186.1106,0.7069444,-80.91036,2.126576,132.2862,1.310843,6.166,42.67253,-0.02534543,4.916,2.025,117.4189,NG
-35.06083,28,-33.09365,154,2.441068,72.48572,3.503,-0.1687167,84.79368,0.3481674,-29.44835,1.441707,90.417,-0.2881036,4.645,69.40094,-0.4201875,3.051,2.239,80.48522,G
-14.06772,-42,-12.61026,133,1.860221,41.58799,6.816,-0.1960242,71.18405,1.659781,-18.79914,2.208146,57.35505,0.1596923,9.812,37.92574,0.05857601,7.057,5.335,60.51241,G
-45.58358,-43,-43.12929,174,2.507782,98.72762,4.029,0.5653858,86.24229,1.815055,-28.95098,2.073496,114.0364,-0.5567393,6.618,104.6621,0.1338468,5.25,2.172,80.55292,NG
-14.38533,-31,-14.39641,144,2.475127,47.20306,5.047,-0.3215048,66.50503,1.385384,-19.3487,1.972613,65.20589,-0.5479879,6.746,41.61148,-0.2302069,4.476,3.59,57.89146,G
-31.82271,-72,-24.69707,125,2.551787,54.3694,6.682,-0.2287999,135.5526,1.845989,-28.90586,2.358722,104.0924,-1.187312,8.292,78.78288,12.3441,4.911,3.998,91.20163,G
-22.22432,-29,-13.97551,163,1.628901,48.93389,9.901,-0.0656213,84.59085,1.315884,-20.0488,1.489837,65.38575,0.2484619,15.04,29.85494,4.153031,11.321,3.706,63.81409,G
-26.4434,-24,-29.18328,127,1.951067,59.03184,12.705,-0.008589221,76.20684,1.277484,-25.15324,2.0674,69.08507,-0.8035795,18.017,56.83678,1.02226,12.775,3.826,69.55706,NG
-26.63078,-20,-11.41297,141,2.318785,72.85785,5.159,0.002078807,90.57679,1.77075,-32.80062,1.568723,72.73368,1.568032,6.217,28.92047,-0.2605158,3.47,2.727,86.95493,NG
-44.1638,-47,-38.53629,189,3.225744,77.58572,4.95,1.928439,46.46092,1.458763,-12.24022,3.79521,101.9401,-1.011713,6.096,82.35474,-0.2075041,3.557,2.703,41.81532,NG
-38.82191,-42,-41.9663,152,3.963249,80.61043,3,0.4520861,64.89124,1.66233,-14.09882,2.679131,111.3001,-1.590947,5.161,113.7483,-0.3618378,4.2,2.942,56.8101,NG
-7.810851,-39,-11.93884,128,2.688838,36.3757,6.756,-0.1590374,65.15094,2.262429,-16.63908,1.932941,54.27698,-0.3204364,7.405,42.21528,-0.5566638,3.031,3.957,53.61136,G
-45.52324,-31,-45.55857,142,2.08915,67.35949,4.81,-0.6860929,190.4065,2.025305,-49.36056,1.230731,120.6245,-0.2627486,6.189,89.6496,3.816479,3.895,2.86,132.7017,NG
-31.14277,-27,-24.85674,131,1.741878,57.46281,28.125,-0.4468414,120.7432,1.427769,-35.87207,1.549263,71.23734,-0.2054604,29.866,38.71051,7.185994,10.048,3.839,85.97148,G
-27.12621,-44,-25.39555,138,2.603092,47.20149,3.699,-0.4327026,83.88494,1.334094,-26.79259,2.146873,70.88516,-0.943871,5.016,51.74259,-0.48566,3.389,2.045,73.51191,G
-57.62627,-34,-44.08783,159,2.43583,82.76055,2.872,0.6829139,119.5479,1.915867,-27.77385,2.628535,128.8609,-1.031983,4.172,82.56821,3.022786,3.026,2.105,77.39204,NG
-52.48234,-53,-51.9344,166,2.344776,88.03472,3.15,-0.3507526,206.3191,0.6434012,-56.52201,2.08343,136.3847,-0.5763764,5.539,154.3457,4.537395,4.557,2.331,149.9102,NG
-21.81692,-65,-23.87301,101,3.427875,46.08021,4.491,-0.03385444,114.4767,1.591299,-19.1151,2.357656,71.19521,-0.7954182,6.072,71.29577,2.195166,4.087,2.566,68.06541,G
-46.91256,-43,-26.68495,158,3.150045,87.89082,3.574,0.828444,76.80269,1.812237,-16.71924,2.560504,119.148,-0.674037,5.827,65.57574,-0.4914573,4.602,2.189,64.69303,NG
-37.72691,-37,-29.64459,178,3.147265,62.41278,3.834,0.4951665,62.3201,2.109987,-16.28251,2.467482,89.68286,-0.7433966,6.286,71.27101,-0.2686311,4.981,2.434,55.55206,NG
-38.56003,34,-31.85702,157,2.69297,55.48503,4.601,-0.2988225,100.6454,1.289452,-32.01759,1.867664,84.58654,-0.06589392,5.457,56.55999,8.089913,2.934,2.038,68.19078,NG
-29.64671,-23,-13.39627,110,1.650909,87.43899,4.634,-0.2517761,112.7798,1.359227,-34.27261,1.765774,96.69861,0.7307793,5.645,42.2623,-0.6006705,3.222,2.71,108.8446,NG
-46.2277,-41,-40.2305,170,2.668289,118.2508,4.405,0.6131612,86.46275,1.544408,-20.60695,2.370802,130.9639,-0.5233968,5.878,100.1303,-0.6944609,3.893,2.22,77.1695,NG
-12.68103,-45,-18.06077,71,2.166871,34.86971,5.183,-0.2423282,104.3073,2.083814,-17.64072,1.219193,47.4055,-0.4771205,7.05,37.95485,0.2259075,4.779,2.349,72.4967,G
-44.42345562,-37,-39.24338685,166,2.1507,71.15229914,3.377,-0.341960981,175.1211347,2.031878567,-43.02293657,1.24255131,119.6021779,-0.222803643,4.776,90.073128,6.307469532,3.377,2.127,126.7831004,NG
-29.86185,-40,-22.87439,172,3.067061,55.81227,4.834,0.2485908,62.62548,1.523807,-15.51098,2.104578,82.99655,-1.205408,5.843,54.75958,0.152304,3.281,3.248,55.44416,NG
-3.426798,-26,-11.46396,99,1.869057,38.23688,10.361,-0.4454242,123.9919,2.026604,-11.80436,1.386265,75.99846,0.3537218,23.837,65.25257,1.26839,21.468,5.659,107.1425,G
-33.16215,-41,-48.59176,167,3.243015,76.9847,7.064,0.3201071,75.37125,1.56623,-16.21941,2.192118,110.324,-1.592941,8.546,123.0409,-0.5150055,4.811,4.284,66.89699,NG
-18.91577654,-39,-15.60253992,93,2.717712783,41.37523182,5,-0.102546043,72.34138937,2.001880995,-24.80579938,1.605890951,54.93328587,-0.169713343,7.16,41.528472,-0.084652756,5.125,3.241,55.84440038,G
-19.90148,-22,-12.11508,124,1.576814,58.64414,4.916,-0.02757971,91.0252,1.300131,-26.98826,1.225655,65.08541,1.121924,6.435,32.51129,-0.3465673,4.152,2.096,83.73609,G
-30.24116,-24,-28.47494,171,2.969977,54.53608,4.369,0.4703656,55.59978,1.984794,-13.48117,2.544542,82.65146,-1.448194,6.804,69.62047,-0.5749662,5.216,2.747,47.85866,NG
-12.25801,-37,-10.32088,127,1.821029,38.78415,7.338,-0.04374435,101.1588,1.858763,-18.2972,1.612147,57.29157,-0.4263794,9.857,29.85225,-0.4375789,6.582,3.226,67.66455,G
-23.69161,-32,-20.21239,154,1.975084,60.88003,3.938,0.05061692,83.01326,2.234106,-25.14522,1.806849,73.19485,0.2486441,5.364,45.11005,-0.6392907,3.642,2.951,72.89976,NG
-28.20136,-43,-20.30602,170,2.468862,64.79309,4.957,0.5352884,64.01759,2.139701,-17.78399,2.139072,77.13948,-0.9144426,7.185,50.05839,1.465762,5.201,2.917,55.82669,G
-56.15409,-38,-60.14124,164,3.789422,100.1581,3.343,1.000691,81.15277,2.035998,-21.85106,2.81579,130.3433,-1.170769,4.5,142.326,0.1066175,3.012,2.11,67.93952,NG
-28.92417,-39,-22.85762,147,2.116578,70.02348,3.446,-0.01115387,84.1775,2.104461,-28.87174,2.16941,78.60274,-0.4010247,4.687,52.41408,-0.3830907,3.177,2.168,78.3338,G
-41.30231,-31,-28.26442,151,2.094281,92.87326,3.455,-0.2528157,159.1084,1.864612,-42.63511,2.112248,100.603,-0.253553,4.653,63.57525,0.6155435,3.116,2.02,103.8267,G
-37.66427,-42,-29.06877,133,2.452575,79.3329,5.056,-0.5208588,198.1318,1.588411,-45.85517,1.92782,138.3722,0.5152003,5.751,53.96108,-0.6756952,2.742,3.285,154.5543,G
-48.45454,-41,-63.33448,182,4.29104,93.18618,3.227,1.361795,83.29369,1.69036,-20.56106,2.510669,130.0628,-0.8604213,5.967,153.8758,0.03731768,5.02,2.449,73.92533,NG
-62.64375,46,-46.74717,164,1.790047,81.50709,6.635,-0.4756469,159.6966,0.3291987,-65.79471,1.525427,103.9774,0.6941781,9.274,42.21137,0.2399105,6.479,3.633,108.6784,NG
-13.16061,-30,-11.13308,143,1.808075,49.82784,9.433,0.3206325,99.19032,1.931939,-13.82585,1.540683,79.40823,-0.2170142,11.791,47.88025,0.9920929,7.075,5.453,80.50505,G
-34.80123,-28,-25.51385,128,1.932688,53.39653,3.938,0.3112807,159.4818,1.264712,-44.67108,1.139041,91.63829,-0.7365386,5.386,70.50427,4.14326,3.675,2.243,120.1705,G
-26.94817,-29,-22.30778,170,2.681521,74.65699,5.103,-0.1688652,155.5609,1.889219,-37.61279,1.360967,108.7326,-0.732328,6.089,71.43016,-0.5820405,3.321,2.62,117.109,G
-2.313275,-51,-4.834655,113,2.446496,26.28373,17.305,-0.6194975,67.21653,1.660179,-8.618624,1.938057,39.2309,-0.07551953,24.285,20.57119,-0.5744164,17.038,12.221,52.35894,G
-81.20798,-40,-60.24787,175,2.592719,104.1583,3.754,0.4767717,122.0219,2.032366,-40.4821,2.64961,177.9332,-1.138116,6.159,125.7294,-0.695553,4.883,2.242,109.4207,NG
-47.35497,-32,-36.57131,138,3.08245,106.1062,3.314,0.3612239,109.7674,1.512385,-37.30966,2.532443,132.956,-0.8921327,4.31,107.3353,-0.3274604,2.756,2.23,100.1331,G
-12.47823,-18,-8.745619,143,1.764988,46.19809,6.731,-0.05221328,99.17308,1.784363,-23.51463,1.722001,63.36325,1.048424,8.536,31.22548,-0.165371,5.25,4.742,92.21966,G
-33.22312,-21,-14.36548,115,2.098143,93.13234,3.4,0.138322,121.3246,1.576828,-40.48993,1.493794,101.0865,1.359846,5.841,42.16259,0.01985791,4.75,2.142,117.202,G
-21.96454,-20,-11.85631,139,1.707907,56.07771,4.62,-0.3647811,61.52391,2.177933,-20.74563,1.816284,61.1613,-0.2847759,5.903,29.06101,0.06418731,3.675,2.321,58.88072,G
-19.02387,-46,-20.99493,103,2.827866,39.96586,5.657,-0.3535202,82.00711,1.843596,-13.66985,1.772639,54.78097,-0.5207653,6.539,50.27511,0.2961946,3.279,2.643,51.46001,G
-2.193869,-88,-5.80975,152,2.536828,29.08345,8.522,-0.8358545,131.8468,1.786971,-9.031455,1.276644,49.49242,0.3358665,10.683,26.76765,-0.113459,6.443,4.536,79.29934,G
-33.51182,-36,-28.94657,145,1.549219,70.96411,3.529,-0.5352085,129.8453,2.101243,-39.88468,2.011511,92.86828,0.2484395,5.689,39.12771,0.04913466,4.463,2.09,106.1667,G
-52.57578,-48,-50.57684,150,3.691661,94.42006,3.274,1.088548,67.59099,1.340841,-17.06278,3.340863,119.1691,-0.7654857,6.152,114.5137,-0.03020918,5.209,2.817,60.50041,NG
-17.02812,-48,-19.21226,103,2.671061,54.2434,5.153,-0.7305628,135.5235,1.661985,-20.81942,1.976538,75.32302,-1.087498,5.855,58.11821,-0.4311427,2.781,2.318,89.67368,G
11.63959,-122,5.353083,91,1.995804,18.45033,14.981,-1.016236,98.82904,2.0376,2.960456,1.428136,44.61123,2.579446,16.675,11.73072,-0.2580105,7.323,8.572,71.51941,G
-16.79605,-34,-18.93186,125,2.590046,45.68222,5.343,-0.1424552,74.2612,1.924347,-22.861,2.019253,57.05347,-0.7626789,6.52,47.24574,-0.5366274,3.737,3.856,63.21412,G
-24.83655,-27,-19.96183,138,1.667606,54.01738,4.046,-0.1188944,116.1299,1.996547,-32.15125,1.959571,75.61229,-0.09683061,6.652,44.73008,-0.3662607,5.281,2.361,90.73678,G
-35.5006,-21,-22.13885,131,1.971471,88.31171,5.04,0.1967403,142.713,1.799393,-40.24137,1.282036,94.92291,-0.3705445,6.176,57.81512,0.7573322,3.57,3.103,113.3915,NG
-31.27841,-21,-20.64178,149,1.892911,87.11649,4.93,0.2727014,118.9716,2.059694,-33.19362,1.60329,99.34491,-0.1251039,6.136,54.2521,-0.3826881,3.652,3.296,112.3179,G
-20.41395,-23,-16.37183,121,1.865245,61.32123,6.788,0.5656352,81.22921,2.183215,-19.11678,2.546136,94.85497,-0.817752,8.32,57.8924,-0.4673326,4.81,3.991,77.02495,G
-12.0762,-48,-9.907679,120,1.63485,43.88549,4.755,-0.1939945,108.5438,1.604095,-21.29029,2.050914,58.03139,-0.374099,6.894,33.29857,-0.6944582,4.992,2.413,74.67485,G
-49.18109,-44,-44.80055,177,2.909974,116.2137,4.62,1.426505,89.92449,2.121229,-17.86213,2.50528,138.948,-0.667618,5.839,110.1286,-0.3626055,3.57,2.446,79.79174,NG
-42.16042,-32,-36.50941,135,2.416088,72.50007,2.888,-0.2721532,120.628,1.464343,-37.50795,1.810637,105.1866,-1.037697,4.297,80.06638,2.790602,3.183,2.088,96.77531,NG
-56.7404,-42,-60.59255,183,3.582507,96.35027,4.76,1.042854,83.1962,1.973059,-29.8162,2.246249,127.6009,-1.013341,5.657,141.5714,-0.6220246,3.057,2.145,69.8752,NG
-40.35927,-82,-49.61527,168,3.472019,80.7467,6.535,0.0615593,96.41372,2.291562,-20.43487,2.121888,117.2981,-0.744347,8.46,118.9004,-0.3497218,5.374,4.377,76.9604,NG
-18.51807,-40,-17.51704,169,2.281291,38.01865,6.894,-0.732314,106.7383,2.050028,-24.22414,2.025166,62.25249,-0.8730258,8.212,44.98109,-0.2573409,4.463,3.632,64.9297,G
-23.50075,-48,-27.5836,125,2.206816,65.95796,4.609,-0.5429021,151.5833,1.660258,-27.70511,2.043102,89.11424,-0.3180437,5.198,80.11486,-0.155961,2.403,2.211,102.5037,G
-27.34675,-37,-22.00302,124,2.241155,68.86208,4.257,-0.1354039,119.1957,1.690811,-33.61224,1.452516,79.2498,0.8678387,4.935,43.17614,0.2818323,2.497,2.007,104.3592,G
-31.75316,-28,-27.05568,174,2.319697,79.42119,3.6,-0.03321043,87.40175,1.592197,-30.27656,1.843132,82.49315,-0.009714825,5.503,63.00678,-0.3365965,4.163,2.614,83.68125,G
-22.57185,-35,-21.23851,144,1.791732,56.24848,9.549,0.2808216,104.5464,1.639939,-18.67036,2.075887,79.60804,-0.7809684,10.83,49.58659,1.242955,5.108,4.891,76.03697,G
-43.53203,-31,-52.03203,166,4.138274,115.1429,3.624,1.025887,70.26464,1.502991,-18.30667,3.449721,135.3598,-1.750543,4.961,130.6402,0.2416741,3.387,2.686,64.57133,NG
-24.76806,-27,-22.5952,135,2.568482,48.02464,7.268,0.2001476,102.5248,1.396502,-21.42765,1.728538,71.66853,-0.6894294,17.103,53.29958,3.954961,15.482,6.499,82.09369,NG
-44.43482,-33,-58.73486,144,3.750198,111.3355,4.86,0.8644224,78.43468,1.867183,-22.2382,2.343857,128.0496,-1.668202,7.045,140.3713,0.2619232,5.1,4.088,74.00618,NG
-19.11874,-22,-12.62146,129,2.176227,51.87107,3.914,-0.7234327,78.49649,2.068356,-25.72804,1.665734,57.6856,1.128574,6.664,25.84258,-0.3617012,5.393,2.539,71.56306,NG
-32.30762,-33,-18.7821,164,2.761175,63.66654,4.168,0.2660701,67.74169,1.338606,-21.365,1.864688,79.39237,-0.7583691,5.61,46.99965,0.1454947,3.755,2.942,60.18621,NG
-19.57352,-26,-11.22211,119,2.125709,41.31982,3.15,-0.4476002,64.89408,1.351973,-24.31551,1.933006,48.37036,0.1365437,5.836,34.25126,-0.0677476,4.913,2.526,50.00063,G
-28.9989,-37,-19.06588,182,1.553701,74.96581,5.044,-0.05027005,128.3664,2.107693,-36.97397,1.419452,88.06969,0.7306161,5.789,40.75089,0.0544794,2.841,3.22,111.4676,G
-4.022061,-68,-4.614507,102,3.008444,26.16656,78.881,0.5864518,88.38604,1.751805,-4.068136,1.778647,45.10944,-0.9275432,81.554,29.04389,2.500572,20.708,9.083,54.32451,G
-20.32669,-35,-15.53407,106,2.10667,61.95095,3.72,0.5120372,108.2857,1.325025,-16.84409,1.907707,76.42871,-0.4685255,6.264,46.20608,0.278171,5.04,3.201,73.48427,NG
-18.95012,-30,-16.92108,135,1.667604,51.28508,11.044,-0.08765734,78.61792,2.078884,-24.03156,1.824184,61.95736,1.080206,15.51,23.11729,0.1365645,10.889,5.839,69.75104,G
-38.47022,-26,-39.39918,137,2.444852,84.92866,3.352,0.120526,173.5224,1.770376,-42.26965,1.361346,114.5142,-1.323647,5.279,117.2118,-0.5418602,4.079,2.433,126.6087,G
-13.76486,-20,-7.76341,120,2.225057,48.68986,4.568,-0.05662592,98.57591,1.386361,-22.93019,1.467345,67.70595,1.851753,6.534,26.02639,-0.07435648,4.673,3.011,91.09125,G
-50.36825,-31,-43.26619,181,1.947938,72.53202,3.407,-0.5525799,186.6348,1.087543,-60.53025,1.128055,113.9965,-0.1162234,5.799,62.45318,1.425192,4.693,2.332,131.5155,NG
-29.81851,-114,-14.83721,136,2.622156,63.76062,3.095,0.1233287,113.3033,1.62247,-15.17958,2.420423,104.8414,-0.09113202,4.217,51.23246,1.812961,2.864,2.325,82.11829,G
-34.7571,-28,-23.40175,148,1.696085,84.00093,21.931,0.377092,128.8723,1.877837,-27.19437,1.66021,107.0372,0.4656054,26.886,43.39033,1.295939,15.552,9.234,86.69054,G
-18.61785,-34,-17.90285,142,2.263061,58.16524,4.756,0.1849383,123.3231,1.403114,-13.85442,1.878859,92.58337,-0.4400444,6.284,59.34815,0.9461733,4.107,2.016,79.99447,G
-23.94712,-25,-13.96916,128,2.14335,65.73604,4.613,-0.3929155,87.48106,2.107899,-30.71479,1.98937,68.48811,0.3086435,5.364,32.52872,0.2648076,2.738,2.314,82.33658,G
-47.45031,-38,-33.38468,168,3.188574,54.61887,3.675,0.6883015,57.10835,1.457554,-28.43623,2.683351,81.66515,-0.9261887,6.096,82.2569,0.08199002,4.863,2.866,40.60428,NG
-22.13337,-28,-20.14447,140,1.957043,61.39288,3.9,-0.5722703,77.55246,1.95097,-25.6335,2.128347,64.5807,-0.5112587,5.037,49.46966,-0.01122109,3.188,2.22,70.08475,G
-18.37393,-25,-10.71616,144,2.000908,44.06968,5.393,-0.5293223,59.90097,1.348629,-22.10672,1.766099,48.57006,0.1295131,7.417,32.44782,-0.4523189,5.092,2.402,53.56058,G
-18.1916,-21,-10.95206,140,1.838366,39.92768,7.478,0.395073,86.63873,2.166573,-19.18317,1.825195,57.26971,0.01669771,9.441,34.4649,2.469662,5.762,3.055,60.07304,G
-40.92318,-19,-30.57957,149,3.182137,59.76215,5.305,0.7299572,66.1855,1.750728,-18.29797,2.742219,93.44729,-1.222825,8.11,68.91063,-0.5182137,6.134,3.471,54.28255,NG
