ValueG,DIFF_BRG,ValueR,DEFECT_RBG,PKR.B,MinG,DEFECT_SIZE_Y,PKG.B,MaxB,BlackRatio,ValueB,MeanG.B,G,PKB.R,DEFECT_LENGTH,PKR,CBlobCnt,DEFECT_SIZE_X,DEFECT_AREAR3,CTB,DEFECT_TYPE
-31.96212,-19,-35.64829,118,2.517259,78.07156,5.639,0.1103112,105.198,1.283139,-36.96037,1.157431,79.69324,-0.7959893,9.049,76.81736,-0.2987011,7.078,2.636,98.44592,NG
-37.56782,-29,-24.87713,163,2.577193,58.60394,3.005,0.6450419,56.14756,1.820458,-21.17989,2.985774,86.07612,-0.9364441,4.026,65.26951,0.004416367,2.679,2.019,48.08835,NG
-18.93912,-29,-19.68723,102,1.87275,63.9678,4.786,-0.7052868,140.962,1.972041,-16.74936,1.823281,81.23753,0.2369266,6.548,49.05198,-0.5259434,4.469,3.064,102.2362,G
-20.679,-19,-9.563712,111,1.573913,57.27951,5.7,-0.4238612,96.70813,1.522719,-31.93565,1.324803,64.57849,1.836047,7.021,24.22697,0.228707,4.1,2.454,93.04987,G
-14.2156,-24,-16.34732,114,2.628089,34.82863,10.291,-0.6577184,68.17346,1.887383,-19.02281,1.377581,49.17915,-0.9232097,14.477,45.5191,-0.2775227,10.183,2.949,55.78491,G
-50.45406,-38,-50.65139,133,1.62312,57.37261,3.15,-0.981661,174.6645,1.966699,-52.36709,1.449079,114.2378,1.073899,5.797,47.57167,2.181399,4.866,2.872,121.8351,NG
-27.52109,-39,-24.40077,166,1.725097,61.58463,4.469,-0.5854342,86.5273,1.992124,-29.54653,1.903127,80.94658,-0.2757511,5.304,53.73767,-0.694604,2.857,2.026,79.58953,G
-44.20502,-43,-24.55676,130,2.15927,74.624,5.665,0.5719559,87.88308,1.452457,-26.34738,2.692841,103.8468,-0.5631067,6.746,64.37164,0.1599621,3.663,3.459,71.44809,NG
-42.38414,-47,-52.58812,137,2.991502,95.61396,3.552,0.4178014,81.71867,1.717671,-25.51239,2.116898,115.9772,-0.8403602,4.491,135.9902,-0.4615652,2.748,2.093,76.06003,NG
-28.2638,-52,-26.18607,120,2.150573,48.79399,4.705,-0.3004971,95.77642,2.118922,-23.25635,1.515935,71.59705,-1.138641,6.388,57.51026,2.024745,4.321,3.202,65.24989,G
-33.49691,-29,-14.71169,175,2.304601,88.40205,4.97,-0.2721093,112.1751,2.05078,-37.65476,1.234109,91.92664,1.106057,5.67,39.13711,-0.4407399,2.73,2.33,109.5486,G
-16.40308,-45,-11.89518,122,2.096135,39.40766,4.513,0.388836,81.92938,2.014381,-15.71356,1.680777,57.61951,-0.883493,6.398,44.02435,-0.1358653,4.535,2.401,53.74075,G
-41.33276,-34,-36.26282,147,1.924768,63.97708,6.176,0.04339611,98.84363,1.471789,-32.21708,2.043013,92.93708,-0.1720076,7.795,65.46944,3.415495,4.756,3.324,78.20598,G
-21.03306322,-32,-21.22060821,110,2.79731295,56.49439447,7.35,-0.292987191,99.87706333,2.009914642,-19.36239364,1.82398276,74.50236452,-0.4745089,8.934,66.64852766,0.162064304,5.079,4.305,72.42749881,G
-35.64071,49,-28.88846,175,2.69456,40.53315,6.824,0.0979043,136.1962,0.4971137,-41.99322,1.351573,71.09956,-0.7441228,8.26,55.01846,-0.4662558,4.654,2.833,77.58757,NG
-35.3573,-25,-33.75707,145,1.899372,89.24614,3.486,-0.4591453,156.3082,2.010074,-41.20404,1.923578,105.9812,-0.3435215,4.507,73.04912,0.1758612,2.856,2.326,114.4044,G
-10.0919,-68,-8.703518,83,2.425902,30.27098,3.845,-0.03632541,81.41864,1.521062,-17.96569,1.853979,47.9054,-0.4872555,4.827,42.1696,0.0189271,2.918,2.385,52.89466,G
-40.60537,-50,-49.18716,156,3.674244,88.46955,3.738,0.5535063,93.88702,2.159868,-22.42975,2.245543,108.268,-1.524607,6.275,126.8392,0.2848921,5.04,2.881,72.73677,NG
-29.95655,-23,-33.512,137,1.976951,70.11647,5.364,-0.4953952,100.0419,0.8293894,-35.97597,1.643221,75.35475,-0.2555012,8.759,71.29821,-0.5120834,6.924,2.826,93.58657,NG
-26.13709,-31,-23.59273,134,2.103443,61.47026,5.335,0.3475659,76.67196,1.437867,-20.77115,2.315434,72.8669,0.01811296,7.043,43.7416,0.1015727,4.597,2.505,63.76596,G
-41.2527,-34,-49.12062,158,1.978285,81.10046,5.28,-0.04383846,99.75862,1.637173,-27.9156,2.111433,106.5246,-0.9594017,9.026,56.08416,-0.1108582,7.32,4.3,73.53348,NG
-51.47286,72,-36.69923,221,1.535374,64.24372,5.984,-0.2119766,192.212,1.189013,-62.28038,1.119526,102.536,1.140238,6.951,34.29045,9.354495,3.538,3.763,113.6734,NG
-27.46621,-30,-25.56393,152,1.887957,52.72395,3.43,-0.5031212,103.5541,1.633694,-28.29367,2.082308,72.34844,-0.0951368,4.406,46.07516,4.781104,2.765,2.359,79.05949,G
-18.8232,-29,-18.49253,114,2.359951,49.83946,28.016,-0.03820018,114.8703,1.817672,-26.69918,1.893766,79.81709,-0.6052501,55.952,77.74461,1.868307,48.433,5.261,95.70907,G
-14.66444,-21,-9.551532,108,2.31149,47.75769,5.623,0.1566337,73.02666,1.525538,-24.07588,1.195091,56.37861,0.7025571,7.333,28.98993,-0.3788703,4.708,2.607,67.15096,G
-38.9159,-63,-31.23816,170,2.813406,95.32919,3.517,0.1891163,93.21553,1.465296,-25.61115,2.138103,119.9845,-1.338402,5.021,89.59786,-0.5723361,3.583,2.235,80.55471,G
-28.55563,-24,-15.97614,107,1.636806,73.30149,4.708,-0.6790908,115.513,1.835812,-41.41632,1.302578,77.07653,1.702263,5.684,32.93009,-0.5655075,3.184,2.447,111.6305,NG
-30.12533,-39,-37.26309,119,2.920698,38.49873,6.159,0.1866918,98.23611,1.495671,-32.82148,1.929955,60.76146,-1.309989,7.273,77.32727,-0.1752911,3.869,2.075,60.3407,G
-33.49466,-26,-24.83588,142,1.842797,68.20166,32.244,-0.5977263,117.3511,1.640152,-35.79754,2.034351,88.85106,-0.215714,41.251,50.00524,1.24727,25.729,4.25,95.7871,G
6.875262,-70,6.475712,142,2.593938,44.14226,10.85,-0.870849,169.1094,2.106359,-2.922481,1.952413,77.66942,-0.5555332,15.436,52.30098,0.9030532,10.979,6.172,103.9615,G
-42.73921,-40,-29.94837,152,2.45002,60.90924,35.97,0.0251072,197.247,1.769112,-41.85798,2.110563,123.0279,0.09989626,44.061,62.54865,19.03148,25.447,3.281,126.3574,G
-27.96065,-19,-18.42953,116,1.900764,60.79289,5.148,0.1159571,65.99715,1.892922,-24.49227,2.193469,62.03673,-0.2926145,6.954,38.61476,0.9747382,4.674,2.308,56.15307,NG
-43.75571,-48,-65.82995,130,3.782303,80.04228,4.681,0.7993801,88.74747,1.33703,-23.78664,2.029373,124.1647,-0.9416122,5.63,143.4581,0.006604498,3.128,3.714,81.69445,NG
-43.85607,-40,-64.87411,126,3.000709,90.38897,5.199,0.5796425,167.0589,1.298135,-20.0551,1.804589,118.6201,-0.8590833,7.334,147.5816,0.7519207,5.173,3.974,104.6396,NG
-25.18494,-20,-15.41774,118,2.487526,67.70064,3.578,0.6529428,79.65148,1.673372,-21.7478,1.730721,86.94556,0.1603565,6.58,39.53317,-0.4276923,5.522,3.201,76.17487,G
-52.1207,-33,-44.05124,157,2.647952,84.27036,3.691,0.6045596,130.3839,1.309851,-41.0562,1.577981,131.1332,-0.9863456,5.021,111.3441,5.124046,3.405,2.452,94.48018,NG
-12.59416,-26,-9.020851,112,1.975063,50.44558,6.918,-0.02636057,82.40626,2.187343,-10.38893,1.675442,71.3986,1.041752,10.048,30.14919,-0.177419,7.288,4.716,77.76616,G
-39.95925,-34,-30.03349,141,2.669728,78.4364,3.397,0.4164168,81.49129,1.794619,-20.00223,2.844564,108.732,-0.8133928,4.718,81.55128,-0.4360846,3.274,2.262,67.18518,NG
-10.41189,-30,-8.856418,107,2.42104,37.36387,5.25,-0.4333833,91.39015,1.783681,-17.89562,1.37751,54.128,0.3206044,7.216,39.32002,-0.6853181,4.95,3.839,82.78824,G
-31.85536,-25,-22.46894,129,1.689069,79.87668,3.57,0.2607449,87.01891,1.471895,-29.27026,1.527568,85.20043,-0.0704198,4.931,44.94292,-0.5891874,3.402,2.046,81.84826,NG
-15.76835,-69,-11.85626,110,2.459153,50.6856,4.93,-0.2451519,166.9991,1.848685,-22.64702,1.496805,69.55369,-0.01353047,6.719,35.35377,2.556435,4.565,2.976,100.7809,G
-27.50656,-32,-22.3165,135,2.168398,54.15771,7.732,-0.4112012,85.54163,2.111651,-20.24467,2.333221,73.02694,-0.5472451,9.024,42.92618,-0.1764501,4.653,4.278,61.10365,G
-26.66202,-33,-25.5125,138,2.037862,58.92516,11.103,0.0922806,90.16119,1.612415,-20.82861,2.181292,72.34644,-0.03829215,11.505,42.92779,-0.02058159,3.014,4.069,63.72013,G
-24.92642,-28,-23.32355,144,2.631065,46.41128,41.312,-0.3621859,87.45663,1.74073,-23.05396,2.162235,69.77505,-0.9694684,48.886,57.18451,4.402422,26.137,4.262,66.8051,G
-13.778,-76,-14.80949,157,3.042639,28.4041,15.033,-0.1044335,106.1582,1.802487,-13.0392,2.240516,47.87306,-0.7346257,19.653,35.41729,2.184007,12.659,9.775,46.11268,NG
13.54647,-42,13.8969,113,2.625964,24.36981,10.904,-0.7029537,141.4615,1.763644,5.624146,1.644074,64.11834,-0.812156,15.812,22.24123,5.363656,11.451,6.64,98.46372,G
-31.84963,-60,-36.2067,121,2.532328,82.24648,3.99,-0.1100873,181.8416,1.232173,-33.75078,1.374747,113.5803,-0.4673223,5.009,82.30827,2.187955,3.028,2.172,126.5037,G
-36.89036,39,-38.61389,79,2.305633,33.30634,3.096,-0.4849378,88.99589,0.5417086,-32.8775,1.780963,59.5326,-0.3108823,5.796,82.18565,-0.3701532,4.9,2.996,51.24712,NG
-48.4378,-24,-39.19375,151,2.689821,59.97567,4.699,-0.2279075,62.79784,1.891406,-30.19338,2.250458,85.18171,-1.515386,5.901,91.37137,-0.4815617,3.57,2.659,46.20975,NG
-1.453985,-41,-5.196392,193,2.558654,30.30077,6.766,-0.4404175,105.5145,1.279841,-3.004419,2.319731,51.05856,-0.2936505,12.82,25.74821,0.4312311,10.89,5.178,59.63775,G
-40.04607,-41,-25.91697,125,2.573212,85.85009,2.843,0.2073059,76.07389,2.099108,-15.23846,3.002218,114.7904,-0.3308467,6.038,66.69977,-0.6571855,5.327,3.135,66.07794,NG
-34.17506,26,-29.11994,147,2.32132,47.85177,2.908,0.1174027,86.24519,1.4894,-26.30063,1.87963,77.90798,0.2485345,4.141,46.84118,0.5477529,2.948,2.39,67.76503,NG
-16.42557,-34,-16.06679,146,2.161015,44.71779,5.59,-0.4436145,67.90829,1.491976,-19.27775,1.852678,60.8534,-0.2173177,6.149,48.36457,-0.6508562,2.563,2.953,58.75517,G
-13.8234,-26,-11.20137,110,2.525192,45.81074,4.96,-0.7685044,107.7186,1.476331,-19.50249,1.614811,58.71756,0.1991793,7.041,29.53284,0.9999381,4.997,2.854,73.00435,G
-32.4805,-48,-21.63584,124,2.339892,52.43387,5.031,-0.363423,104.0082,1.832621,-36.2068,1.239188,70.99651,0.2880803,5.549,45.72521,-0.3734367,2.341,2.592,74.42204,G
-41.37784,-61,-49.3366,135,3.639605,83.15876,3.116,0.6645112,65.68746,1.755353,-14.0745,3.366187,113.2989,-1.513504,5.753,114.643,-0.02725628,4.837,3.023,57.42553,NG
-35.32302,-48,-29.28465,137,2.509778,67.20014,3.128,0.5797428,55.68661,2.276118,-16.22125,2.366239,88.21695,-1.405035,4.597,66.13451,0.1953089,3.369,2.307,47.80383,NG
-42.17652,-32,-39.52972,147,3.397688,82.88586,3.609,0.5416345,76.38557,2.052095,-19.2856,2.367484,117.8614,-0.7247724,5.714,98.97192,-0.4407632,4.43,3.135,67.05166,NG
-65.55623,-40,-56.001,153,2.741787,108.2275,3.728,-0.1186348,138.9263,1.848945,-33.71395,2.182201,158.6955,-0.5956338,5.365,138.9508,-0.4443615,3.859,2.47,112.0884,NG
-10.96728,-53,-7.91736,90,1.897022,44.65192,5.873,-0.03040499,110.7258,1.359194,-19.61684,1.655083,65.56469,0.6753834,7.118,31.07371,-0.3291053,4.022,3.652,88.56968,G
-49.01796,-26,-43.37811,119,1.740112,83.73078,6.72,-0.00958584,169.7169,1.104039,-46.68418,1.925295,138.2543,0.4938299,7.71,79.67235,5.396885,3.78,2.122,128.0976,NG
-12.87338,-21,-9.093442,120,2.217679,39.63935,5.02,0.189249,92.90682,1.832879,-11.75943,1.709109,55.64505,-0.3431996,9.006,29.62625,3.405101,7.478,3.361,55.81834,G
-29.09525,-38,-21.45302,126,1.824148,79.5702,5.093,0.05041915,125.824,1.491929,-34.93893,1.967639,109.0059,-0.2433135,6.911,69.92093,-0.1657808,4.673,2.295,117.1138,G
-29.49684,-29,-26.81622,164,2.277898,61.15449,3.078,0.1192858,91.51746,1.764677,-33.3361,1.86414,78.29202,-0.216702,4.226,67.70779,-0.6169491,2.897,2.218,73.86106,G
-10.56725,-27,-8.027171,104,2.233928,35.88083,6.676,-0.01311859,51.07597,2.214997,-11.07205,1.74423,43.77455,-0.5033557,8.072,29.22183,-0.2112514,4.537,2.884,44.53366,G
-32.33452,-34,-22.98465,166,2.196686,77.87528,3.019,-0.3636207,122.1694,1.548411,-36.24872,1.739323,87.04717,-0.6242213,4.07,62.56953,0.8395574,2.73,2.08,100.9508,G
-30.46655,-40,-24.26827,123,2.00972,68.54063,3.203,-0.1344465,111.1633,2.072159,-35.44365,1.163484,79.82272,-0.05064298,4.059,56.59287,-0.329114,2.494,2.221,94.75514,G
-52.8318,-38,-25.82501,146,2.710272,56.20731,4.846,0.2916049,60.2444,2.216336,-22.88888,2.047998,82.70537,-1.388353,7.007,57.11651,-0.1619215,5.062,3.838,41.63337,NG
-25.45355,-93,-22.79445,115,2.808987,45.98375,5.082,0.7095954,98.33142,2.126335,-13.55277,1.880572,74.50484,-1.091394,7.693,38.26102,17.63402,5.775,3.782,60.03961,G
-67.41378,76,-66.89597,239,2.912398,55.26642,23.563,-0.002769394,138.2826,0.3449338,-56.96581,1.709209,111.038,-0.8860054,26.92,133.1327,8.42353,13.018,10.344,83.95757,NG
-49.97371,-24,-52.85726,152,2.325036,71.13603,2.724,-0.04338149,173.6913,0.898334,-49.69137,2.010263,123.287,-0.438725,4.378,83.78784,10.22134,3.427,2.723,119.4331,G
-34.80812,-44,-34.70906,138,1.903108,85.5033,4.747,0.1962898,145.5391,2.17225,-43.45769,1.771832,115.3401,0.3553947,5.511,70.51966,-0.5708029,2.8,2.282,123.9117,G
-8.557018,-27,-13.51699,108,2.066242,48.43863,4.489,-0.08401191,123.6985,1.790466,-18.84519,1.849209,93.51456,-0.2978964,6.555,66.37606,-0.1150766,4.778,2.582,116.1383,G
-92.72246,59,-86.8958,187,1.443507,93.66173,4.918,-0.4631942,201.0575,0.9039948,-79.84155,2.133476,155.5395,0.9286862,6.7,59.66923,1.254526,4.55,2.64,142.9933,NG
-53.6683,-45,-54.08986,138,3.696775,94.61636,2.963,1.655943,64.75512,2.270735,-17.64541,2.69575,133.0902,-1.183162,4.785,121.6173,-0.6332919,3.757,2.501,59.25084,NG
-31.89825,22,-32.17635,54,4.077693,31.9806,4.8,0.1286729,57.22685,0.8307655,-20.15942,1.742257,51.034,-1.575897,6.091,66.70968,-0.4695236,3.75,3.384,36.5869,NG
-32.73521,29,-28.91657,171,2.302488,49.45677,2.109,-0.2840656,87.48335,1.084318,-27.20475,1.698935,82.02128,-0.8611691,2.983,58.07568,6.869889,2.109,2.109,69.24684,NG
-30.54889,-63,-28.01376,140,2.584087,78.20139,4.65,-0.2224116,79.70414,1.76001,-19.02208,2.447376,82.1816,-0.7921471,5.598,66.41578,-0.3952109,3.117,3.487,66.47272,NG
-33.38925,-26,-28.774,97,2.849828,60.69234,5.053,-0.3631548,109.0738,1.559757,-29.83038,2.1703,85.48899,-0.29095,5.955,68.915,2.967151,3.15,2.894,78.35934,G
-39.04813,-35,-20.83441,157,2.630856,61.53951,3.063,1.134428,62.96437,1.826732,-18.19026,2.574014,83.62183,-0.6829637,6.103,48.67858,-0.6237327,5.279,2.287,49.96029,NG
-7.053117,-21,-5.223917,126,2.449872,34.64177,6.975,0.0742587,58.72505,1.468858,-6.205372,1.563837,46.95342,-0.4275302,8.658,26.12484,0.191337,5.13,3.346,50.04833,G
-35.4659,30,-31.21847,167,2.758573,51.27303,2.109,0.6674361,93.69516,1.560665,-28.74064,1.839527,76.15853,-0.4380294,2.983,52.98476,5.131257,2.109,2.109,62.33393,NG
-22.70783,-42,-21.27955,124,2.437301,56.51696,4.988,0.156368,77.12628,1.726809,-22.2798,1.516434,66.07397,-0.9021313,6.796,49.38019,-0.04992728,4.616,2.803,64.14055,G
-20.10666,-32,-22.31331,117,2.884123,52.38255,4.725,-0.2318149,68.99517,2.008977,-16.39577,1.760663,59.73343,-0.8800415,6.608,54.44075,0.2294675,4.62,2.095,55.09705,G
-43.75278,-56,-45.45797,148,3.381445,81.22394,3.224,1.025014,84.8828,1.543458,-20.96714,2.759104,115.0577,-1.266859,5.652,105.5458,0.168984,4.642,2.706,74.32637,NG
-13.43301,-46,-12.52868,125,1.986517,38.74893,13.646,0.0465009,83.11064,2.22834,-12.54911,2.164602,55.41811,-0.3786844,17.738,38.23982,0.9132878,11.333,3.476,56.64172,G
-42.79936,-31,-22.70198,112,1.664636,55.15888,3.708,-0.2887727,119.3685,1.979913,-42.1717,1.735695,84.21557,-0.4343216,6.241,56.05853,-0.3483956,5.02,2.578,81.45582,G
-49.69903,-41,-39.47862,146,2.976627,83.66601,2.823,0.8071689,98.5009,1.649035,-25.07551,2.528837,127.6332,-0.8510487,5.534,95.35068,0.1853857,4.76,2,85.5959,NG
-33.91679,-38,-25.79273,187,3.36285,79.69826,3.564,0.5546149,56.02053,2.121785,-16.2258,2.308894,94.33007,-1.466909,6.255,61.75402,0.1364307,5.139,3.337,49.64222,G
-47.88808,-43,-53.46892,163,3.437481,93.17667,5.4,0.768647,92.25728,2.110275,-19.11758,2.498956,119.6484,-0.818912,7.428,116.7056,-0.05776425,5.1,3.648,74.7113,NG
-14.60325,-28,-9.848904,110,2.492879,58.73922,4.81,0.675379,77.34583,2.20405,-13.19399,1.889181,94.30829,-0.494582,7.373,52.84505,-0.06378259,5.589,3.325,67.42973,G
-6.023104,-30,-5.155883,117,2.611663,35.96355,6.638,-0.6171933,104.5096,1.428586,-14.49129,2.098239,68.42045,-0.7125147,9.427,69.48985,1.008063,6.694,4.126,94.51554,G
-40.46394,-32,-32.39971,141,1.850791,56.64517,3.281,0.05263257,98.07911,1.291082,-35.79893,1.641645,95.31797,-0.5899537,4.393,63.83194,2.75618,2.92,2.196,78.42573,NG
-12.0367,-30,-12.28212,69,3.061283,36.8586,2.109,0.8421384,76.94171,2.057146,-9.471636,1.77359,51.22374,-0.9830854,4.716,31.06493,0.9356145,4.218,2.983,50.92077,NG
-42.92402,-37,-31.64303,159,2.487111,66.43816,3.632,-0.0325249,69.93001,1.370812,-20.55052,1.823988,88.26401,-1.408647,5.177,70.67638,-0.5086251,3.689,2.91,59.01141,NG
-11.04511,-18,-11.1283,135,2.273537,36.45722,7.151,0.2596008,64.31531,1.561107,-18.47268,1.394425,51.64168,-0.2551561,11.47,35.51807,-0.2104741,8.968,5.902,60.0454,G
-3.564148,-22,-7.021286,91,2.00298,26.66448,9.249,-0.2460576,71.49582,2.149074,-13.64022,1.991301,40.72409,-0.7873864,11.703,39.33765,0.6768999,7.171,4.689,52.09647,G
-50.10651,-30,-34.00038,164,2.504622,90.57712,3.955,1.030856,80.73821,1.45568,-24.00261,2.548449,115.6037,-1.112286,6.029,79.6139,-0.4349365,4.55,2.652,69.81234,NG
-21.78032,-28,-13.93346,143,1.911988,51.53599,4.8,-0.5700408,119.2155,1.849116,-29.48818,1.975538,68.98716,0.3666058,11.012,39.73873,-0.289949,9.911,2.193,91.43837,G
-19.70879,-27,-9.212895,109,1.948512,54.97942,4.674,0.1128949,67.64265,1.527967,-22.32983,1.890733,58.06198,0.8075961,6.02,22.39707,0.05769727,3.794,2.07,63.85145,G
-4.390471,-20,-4.411459,98,1.895936,29.10639,6.666,-0.6787746,49.47266,2.237373,-7.882113,2.227905,42.24211,0.357569,9.273,21.82481,0.1247876,6.447,3.78,46.73205,G
-44.55105,-34,-33.13637,128,3.269849,54.82908,4.879,0.580759,65.59224,1.004023,-23.53933,2.815592,91.58444,-0.4912288,5.646,77.92168,-0.2928456,2.841,2.183,51.77661,G
-28.02369,-44,-18.1325,160,2.236169,52.55087,57.466,0.2677057,89.05642,1.959921,-21.45409,1.905679,76.65138,0.9010756,66.973,26.47776,53.77831,34.395,7.841,62.86219,G
-35.09421,-22,-15.25582,144,2.383355,98.92693,3.532,0.542244,83.40674,1.382232,-27.90916,2.085367,106.7121,-0.1828806,5.132,43.22855,0.09273678,3.723,2.421,80.5345,G
-20.90381,-26,-17.4704,101,2.071869,53.07401,5.008,-0.7252759,73.01713,1.473886,-25.47451,1.32063,54.59439,-0.1642543,6.383,49.696,-0.6879644,3.958,2.272,69.18897,G
-20.86794,-29,-16.39409,124,1.840175,56.65717,4.791,-0.8926666,106.4289,1.703743,-31.51806,1.764926,73.80205,0.8498005,5.56,30.71568,0.1485874,2.822,2.427,92.96311,G
-24.1841,-25,-12.81893,109,2.271766,61.0231,5.477,0.1153681,118.3083,1.799217,-17.89827,2.506192,98.32486,-0.3533157,7.336,59.49658,0.5701387,4.881,3.89,85.44561,G
-33.19614,-37,-28.65073,151,1.905674,57.78788,3.916,-0.1010756,104.6889,1.417169,-28.15858,1.894103,82.83748,-0.7078162,5.153,46.69096,4.817747,3.349,2.454,75.11409,NG
-27.77077,-39,-28.65213,132,3.442078,56.63765,3.5,0.6718911,51.33667,2.221862,-13.33663,2.930154,78.65891,-1.1064,7.868,72.10385,-0.6501515,7.047,3.343,48.57198,NG
-13.14409211,-36,-11.18980003,163,2.947763926,39.75636739,3.5,0.87568908,42.22733111,2.012910999,-9.444560687,2.280853139,47.36946986,-0.893889183,6.165,29.13728815,-0.094220343,5.075,2.207,34.94652163,G
-5.937778,-20,-7.444896,72,2.310514,32.53072,5.46,-0.3335493,75.92406,1.801769,-12.78915,2.00335,39.89332,-0.57894,7.346,30.80542,-0.04023104,4.914,2.102,58.81797,G
-21.00267,-30,-19.08929,124,2.669937,48.70764,5.775,0.3492432,80.2799,2.159955,-18.31216,2.033988,68.99675,-0.7142914,7.462,43.07651,0.330771,4.725,2.684,63.39212,G
-22.38116,-21,-9.965621,101,2.257061,49.03203,5.086,0.2084677,61.10443,2.247577,-19.59694,2.031397,59.34189,0.3120897,6.596,29.88223,-0.5265061,4.2,2.867,50.71126,G
-30.91694,-34,-25.74173,161,2.299855,69.60936,3.922,0.005909987,81.63453,1.893674,-26.51032,2.289607,82.8688,-0.6370124,5.375,67.93252,0.8585119,3.675,2.024,73.5196,G
-26.41036,-28,-20.60778,128,1.870672,69.3056,6.572,-0.5864321,109.637,1.763077,-23.73364,2.049714,91.93994,-0.1914659,8.152,49.30576,2.301947,4.822,4.027,77.07144,G
-28.1382,-25,-53.88462,127,3.713736,48.05924,2.109,-0.03691885,70.71293,0.8352862,-19.20679,2.407277,64.28108,-1.080677,2.983,116.5899,0.1250495,2.109,2.109,43.81364,NG
-48.28144,-52,-28.4148,135,2.998737,94.86047,3.11,0.7000738,72.58342,2.020319,-23.46933,3.12011,125.3805,-0.4493876,4.244,75.02312,-0.2305909,2.888,2.11,60.50693,G
-60.08341,-50,-51.54763,152,3.940322,86.95189,5.108,1.147303,95.26904,1.722964,-26.55026,2.404938,112.8238,-0.8512509,7.013,122.1433,-0.2616892,4.805,3.697,63.68705,NG
-5.384301,-20,-7.618869,99,1.709362,34.57425,3.85,-0.01108558,61.73744,1.409382,-16.22934,1.537103,49.89457,0.1473995,6.44,28.50121,-0.4715094,5.163,2.327,57.66558,G
-75.19531,103,-67.70701,246,2.609709,67.06857,6.647,0.3451924,123.4501,0.8127795,-58.22796,2.228803,115.7678,-0.3899358,8.247,126.9577,-0.334369,4.883,4.015,74.52879,NG
-42.07097,-25,-53.83793,133,2.84756,87.68077,6.006,0.02428089,150.6677,1.922672,-38.09051,1.276955,108.0191,-1.25327,6.987,132.4865,0.009597419,3.57,2.836,116.5042,G
-32.69964,-42,-17.62742,132,1.555725,64.12791,25.312,-0.2463128,189.3022,2.256895,-41.53203,1.902779,110.5824,1.242466,59.657,45.43639,6.982129,54.021,9.937,133.0227,G
-23.39443,-21,-8.769137,120,1.914662,56.03817,18.892,-0.5484387,71.6785,2.026852,-24.09811,1.614698,61.13364,0.876332,21.427,22.01752,0.4616656,10.11,7.12,62.83017,G
-27.49164,-53,-19.4831,143,2.271658,56.13687,4.775,-0.07379124,119.5399,1.542774,-37.56678,1.136782,74.94157,0.2396275,5.502,39.09456,1.735071,2.734,3.111,101.0102,NG
-38.67526,-31,-36.97547,144,3.473179,72.00919,6.202,0.8784064,84.67866,1.958249,-16.60192,2.18314,96.49565,-0.9761422,9.58,92.16495,1.362012,7.301,5.313,69.25637,NG
-29.43395,-69,-28.49512,137,3.823175,67.69979,4.641,1.395684,40.97636,2.083892,-9.359084,3.523137,80.41115,-0.8049572,5.476,66.13076,0.241149,2.907,2.976,37.12217,NG
-10.01778,58,-10.73226,201,2.705492,24.99841,52.758,-0.1706081,123.7139,1.756369,-8.003653,2.144301,59.1547,-0.6264348,58.958,43.44454,11.67214,26.318,13.661,61.46815,NG
-17.49664,-28,-14.55091,122,2.576086,43.81434,5.25,0.04832387,115.0877,2.283886,-23.4729,1.296589,61.97775,0.2690555,7.1,41.12031,0.09321369,4.78,2.601,79.37099,G
-29.40954,-28,-25.58694,168,2.311864,50.12852,42.868,-0.005720208,92.39246,1.33178,-27.08408,1.759693,75.84178,-0.2756996,48.35,60.36455,15.76091,22.362,5.536,70.84726,G
-19.04656,-40,-17.09731,172,2.646657,52.08794,9.775,-0.3305175,144.7738,1.783551,-18.91254,2.073243,74.7408,-0.337601,15.208,53.87464,5.008486,11.65,4.565,82.20379,G
-21.80057,-25,-18.93556,117,2.324898,49.94769,10.15,-0.5660124,87.76426,1.708031,-23.48743,1.722308,63.79222,-0.4566669,10.815,36.79667,-0.354797,3.733,5.248,66.0693,G
-83.8943,40,-79.66352,188,2.480263,78.41409,4.476,-0.9679914,191.3435,0.9430433,-76.99159,1.658141,140.8078,-0.1601805,6.409,109.1938,2.731672,4.587,2.711,124.1032,NG
5.981823638,-21,-0.790780631,150,1.861978171,18.4392405,14.985,0.227111375,59.41236784,1.584831791,-5.841614477,1.732716573,41.31412001,-0.070000782,18.541,32.14160091,0.227010702,10.918,6.134,55.66303841,G
-55.0963,-36,-31.05289,169,2.863942,88.1234,3.5,0.9061463,88.40471,1.383478,-22.4325,2.362864,128.8364,-0.3861585,4.929,67.58797,-0.2544792,3.471,2.127,72.05322,NG
-51.37873,-33,-44.24189,142,2.291608,87.89245,3.436,0.4195952,133.9176,1.93724,-36.90869,1.763648,125.2234,-0.7317998,5.28,69.51363,0.9296242,4.009,2.903,94.80598,NG
-40.82537,65,-40.45098,140,2.696345,40.31098,5.091,-0.7134466,93.0242,0.7345261,-29.80061,2.111575,59.01469,-0.5777779,8.405,56.24368,0.08594671,6.688,3.471,48.98273,NG
-34.7952,-31,-29.10812,136,1.958906,44.47306,5.154,-0.5784513,109.9402,1.542443,-35.44791,2.02793,76.4749,-1.010171,7.238,82.14827,-0.5188189,5.083,2.095,77.80152,G
